"Spotify.Streams","Spotify.Playlist.Count","YouTube.Views","YouTube.Likes","TikTok.Posts","TikTok.Views","Apple.Music.Playlist.Count","Shazam.Counts","AirPlay.Spins","Explicit.Track"
572697124,76099,630335590,4117309,198900,125501807,148,2065994,18653,0
349688559,77636,66011548,699236,538219,643169528,26,771928,854,1
509445605,105947,21324881,168696,2521,16050371,124,3151561,105328,0
1320495311,280937,446997037,4911417,1028504,1355578291,191,4854882,1353,1
780755736,107320,89683527,493296,30301,49294071,97,1804089,39183,1
642558596,106151,357508658,2089382,1884605,2853555921,77,2242149,45631,0
459923962,28314,603350721,14962059,358089,535835122,23,1357648,1,0
317302250,59316,113727264,1143446,169932,286048019,63,2007712,7340,1
84655991,13107,75076449,510479,1513241,382487197,36,2361169,11861,0
476546062,81971,411585032,2754105,112983,81330455,130,2262525,323,1
599215039,57051,834762162,5130805,2265527,779241131,111,1362793,26349,0
757001327,53221,1178040262,4145589,38054,41170418,54,1295202,9445,1
578464780,64098,99386903,1089785,3170207,3957426996,32,2697578,6663,0
34026239,8723,56469190,290499,1047639,391501573,23,527365,3290,0
222373201,24491,31161634,637860,58124,568978171,50,556768,31410,0
304116211,21517,692863553,2439195,186881,184413760,32,701730,5957,0
630875899,83848,245967184,2535205,81557,45789592,68,2215820,4056,0
238841927,21346,116840454,948904,20779,75170850,25,705603,10016,0
1656974409,266408,597309937,3662324,61112,191397624,104,3110,9175,0
811810737,117049,874107993,4127669,914703,1748578220,108,1744699,43750,0
304588030,27312,536055555,5342216,16993,48485307,41,661261,6750,0
138100044,64635,168383616,1456308,30274,94781829,59,1470349,134739,1
71722674,15522,25459927,162133,17628,18182823,43,952963,55349,0
144985656,15143,1662729195,8178016,3112998,462897728,18,717736,2585,0
1749353402,182732,244698483,2156754,191718,379547638,148,12744176,153400,1
257646451,58760,394204600,5104881,308772,854952373,13,1407757,40,1
71345247,8334,92840225,813836,8797888,274234939,2,926395,264,0
1003487432,126402,621874255,2859234,2409247,6208638113,152,3205234,175614,1
31612906,3887,6277949,171470,535464,1051026401,38,336779,1638,0
382177076,65369,78537068,806081,146179,629205287,46,1864419,105931,0
1335494972,205003,165545575,1446742,1792131,284269402,376,11339270,94699,0
97902676,29131,201368546,3657987,292,334079,7,401243,2981,0
101717995,43236,28422099,327967,63,15743,18,1196752,3843,1
392308500,47157,559183696,3199782,149092,93606502,21,1212362,789,0
214237645,10871,11033725,251373,251200,443104700,247,285858,3400,0
684853927,42893,547937715,1638787,1100030,1162186778,45,1654594,14160,1
152999496,61870,41680427,625297,29807,165647395,5,162198,67,1
198942707,22915,61690062,458819,16235,30889183,43,993457,125527,0
287853890,21244,267142398,1552179,98312,550080768,31,546765,1280,0
1280838046,174312,807688972,6060762,8981813,439764052,106,10221814,3613,1
1746790923,204049,3084719501,13411706,2176881,137718139,356,13444054,119588,0
43921455,1924,329678889,1854891,1304,6144992,8,9589,26,0
623201391,89059,221457313,1349006,10462,10583591,57,2434197,14634,1
402970867,78206,101938749,1029804,252850,249602373,51,745513,10,1
383945607,58627,51670623,427016,20633,159467861,83,1125402,109284,0
227079649,35385,199523728,1291904,298000,299633568,18,252351,26,0
729825680,155380,286183927,2353107,33462,63035109,90,2792929,65842,1
285568439,67189,161956855,3891055,312854,1818254854,13,2220692,781,0
1222228366,109325,569150755,10176233,210846,519924812,174,3669533,220765,0
840781611,93600,32641573,335427,1010070,160655710,66,3966093,1910,0
239288183,42084,56033826,823483,274300,206096023,34,1704066,38434,1
542751537,67763,195610806,1623280,228878,803525888,28,1359456,18652,0
250828412,40989,47811498,451406,107173,158825909,47,1557518,52253,1
1293191157,147868,606547382,4505365,5601,19401692,209,10975728,54267,0
225260644,51066,75234764,918947,35536,55987733,11,357955,3,1
366872354,61014,146768761,1402279,2232600,1794129686,14,768036,8167,0
253490559,78414,157050046,2249067,4715901,4610799658,16,2770196,8106,1
111124873,35929,103077029,789321,266204,291086000,64,2072597,9139,1
1046848265,137023,585020723,3442407,273486,405625969,129,9203307,30641,0
54683202,28810,117764650,714375,73400,85578368,51,1296410,53047,1
276992369,105690,126116178,2585938,8515109,17759263793,10,3822373,393,1
680431508,107585,179781280,1878811,240088,249432966,111,2298173,36342,1
475549122,94637,259762159,2895468,139573,628509922,62,2395559,17041,1
310742518,20307,811416034,2074845,96574,32767411,10,1171550,3303,0
246224964,23436,147798315,492303,559400,278318607,22,585523,1401,1
1185929926,103026,1229843060,5870729,1300337,2829294043,115,3397861,130158,0
146680564,28883,154916805,3043720,820,1816865,8,199628,8273,0
820923123,158363,661665888,6303898,74988,129969428,68,2417871,140499,1
1119350842,272485,767399825,6283245,1312576,1505078331,206,4546156,243703,1
315336758,79303,29058447,408335,104301,1234944902,30,1286750,5328,1
75979813,7579,104439157,350883,33300,60449279,2,372000,2174,0
2525355904,208671,1884843329,9916244,1459274,4406781129,249,17163765,89818,0
399297877,98593,113586161,1283651,17033,90781226,98,1280385,36784,1
437956158,52166,536897289,3802052,1700000,1108855948,62,1265186,21532,0
469278591,30545,386430123,2100967,357998,572889929,28,1140459,15744,0
289085486,76485,247178404,3983154,1939369,2184568318,4,4423775,10,1
229993968,29447,25068301,605989,76768,303361656,56,1752464,153416,0
176048317,70149,27753856,516329,118,571049,37,298734,5256,1
697574595,60309,1691997312,4789339,417978,945038658,86,4026835,18701,0
1178076856,164743,507790705,6169368,734932,2422643413,195,5746726,439065,1
177731392,12908,15781241,283039,22100,20466555,53,194854,18711,0
872148396,90726,477047694,1887642,459540,1113541743,94,1625704,46835,1
170941932,73853,68412662,574589,27400,101411557,17,824789,38519,1
844790027,67136,189534686,2729881,65010,212587391,167,1987676,150385,0
385903701,66419,67488485,440351,728654,771965593,153,2080227,193630,0
267897492,21677,677472355,11160045,135126,98802368,8,335298,52,0
349849639,81889,59701089,650033,96428,352584596,13,1419180,12,1
96439278,9999,153565263,1299976,34860,208385821,6,178962,789,0
396184710,62515,656159660,2808401,712,1796651,43,1168477,8597,0
169376113,37282,485978356,7474199,481594,728033853,12,1192023,5773,1
250626750,28158,42387613,401947,1724955,1888735985,17,438027,14448,0
189175699,49325,14575452,497747,2335837,2001548087,14,1456206,22497,0
709559454,66677,2660240919,9901740,610733,258215382,84,3920423,23100,0
495840131,118862,387463291,5208321,449015,2643309542,27,3204964,1608,1
208410725,14238,117750348,1330374,496900,327071314,3,242339,597,0
27327435,12600,2169188,16383,3638500,8474261749,7,61294,40,1
522954525,53226,1362091486,5868422,26496,155253912,31,1704760,8030,0
836491531,114619,95215206,1310860,194090,1679330230,27,1759253,155,0
541468772,85006,1216222199,4076269,305900,269813115,9,1768304,666,0
1752826514,352833,2729174469,22532779,312945,4679645090,202,37339828,301048,0
360584207,68868,41254765,1015183,177123,667895022,34,2132903,350811,0
159980783,17289,118381181,1270496,15519,21262061,17,215166,974,0
168963270,9329,138646834,561807,83980,90780465,7,327415,6941,0
840041803,147478,219305472,2631856,479639,1133729550,69,5463138,166006,0
581220786,115125,365678540,2841760,80,98210,94,1739069,1992,1
89362910,7377,37676729,525264,361700,476545000,52,514293,52534,1
1601293263,358760,424132504,4191200,7717647,18153723096,271,14404336,478458,0
404497617,108795,45337894,615908,20272,91838300,51,1304734,33710,0
960430911,121478,686017624,5762838,3216574,318342595,61,4583248,5,1
653352641,181583,155865473,1851789,32163,81321613,47,1299108,2096,1
395167576,135307,117364602,803990,31391,66661123,31,1076988,1129,1
725076772,83311,296661885,2150658,705800,3014389754,51,1467014,39010,0
83801298,78156,6012738,158095,28000,162010933,18,2821192,6228,0
687212492,158127,830074389,3735861,112554,388454078,49,10452280,1411,0
305830522,49204,33342986,195870,9907,88167309,88,1765444,130577,0
46356684,18454,74548185,462187,390100,1429881947,9,658573,1667,0
635393773,56371,575220523,4408507,487927,84632348,60,4213886,135173,0
428189728,95507,84966187,868089,5406735,11653604916,100,5024951,22558,1
1164166623,262779,1332702041,6176607,142435,225165270,120,16112049,348,0
373898429,53671,314467618,1775081,782114,1715842070,42,776352,29417,0
461456306,39872,149557856,1484925,129190,48036714,5,1717815,65951,0
14645123,2424,28065515,194782,3325481,222489625,6,982458,1101,1
787546548,110389,396861382,6241346,193594,561056269,178,3589419,399515,0
538918222,73149,992302781,6629367,260418,149188520,43,3052967,5481,0
123630149,25645,18057785,239269,32270,100624699,19,761861,5021,1
286381494,54422,445932496,5316366,517875,1257208158,37,1435096,3999,0
89806639,41371,55825164,2131185,12094,49727704,21,303787,172,1
579749218,90725,645701697,3354975,1567493,1294351127,89,1542421,16280,1
242057987,77898,39581789,457747,46710,109453452,10,999699,127,1
589145587,130464,235289339,3294641,81149,569986027,38,3769063,12737,0
160163510,26131,104715948,1179825,10708,32904652,7,2351135,31402,1
157341967,20612,98239826,752054,213898,123462516,59,1100920,372512,0
175336290,8386,44458370,1448800,225,3842071,46,209987,4569,1
667508675,78737,1001147152,7847053,7162351,8778203835,97,8994016,36727,0
214391030,27588,301701293,1063678,315600,196090529,12,861877,29501,0
143421888,46095,23355896,429911,4300313,6940732133,26,570828,3496,1
285723562,63343,316060497,3601489,1645802,6484877304,32,3132192,17619,0
146341441,27011,21962893,244265,27380,358616039,44,1124452,136669,0
70622319,4554,764803929,5521315,492,27723,3,162219,35,0
65157999,8260,117612168,1609669,33737,161449720,7,121995,66,0
123776123,11830,144081808,854410,135600,80775271,36,985508,2,0
58652026,19596,74399520,458583,508800,344636407,14,397215,66,1
215466975,44476,28993149,455224,21208,65897455,44,982555,140425,0
368017246,105732,227182263,1554044,163221,198936453,57,1728476,178634,1
389915082,101681,12456282,162382,787994,3623326028,57,1518022,67375,1
200520284,32859,477774248,3156383,619224,1255331962,6,576685,1955,0
991885224,101177,600051690,4073946,42606,76307093,113,1422487,11246,1
663578551,76919,1120507756,4714790,264337,121300058,60,1795507,18961,0
69208147,30635,79305809,522795,137811,226312722,28,1184458,12198,0
455718141,51605,75741997,1437701,159300,440110491,40,1138012,85417,0
26917389,3411,2749241,22965,18,7726317,17,229650,145192,0
223426639,36161,135822239,1770582,83501,422027661,6,538337,2526,0
32916107,13096,10840662,167538,30,20835,5,370210,56320,1
466462034,145278,91890599,1551928,253094,1503260547,25,989841,1227,0
410639967,33664,619113386,7584160,132004,61728216,9,475672,508,0
96922687,25703,22161743,344869,16627,23536012,19,213968,26789,1
137897920,26625,61438933,366832,7625,33714095,73,1621052,122035,0
622498643,110679,454602464,2153347,23770,82945578,93,5506262,180,1
227893586,28139,30913276,159791,77661,117505652,33,708143,129172,0
631955547,121823,305998382,2647341,3168854,3233505931,145,6121126,122781,1
258379092,72424,54540038,1019009,789667,1863921422,12,1139004,1,0
254979267,50550,234785367,2333652,56460,76024269,86,961364,46258,1
957810500,107486,174370096,2856158,309815,159860013,104,5142901,19825,0
606124553,40628,166363445,1019744,14519,29601244,80,1704574,51631,0
63442980,10414,127252829,552569,84400,108671025,7,224773,4502,0
2384768901,244951,2707166590,16780231,1839173,906537912,225,13844050,273249,0
526083566,76288,1460145349,7622345,56018,212271619,40,5075463,11313,0
277393068,103470,932111,15329,833,6843990,73,772897,4738,1
32318892,13584,366398853,1436406,1300000,2526424724,23,1544949,902,0
631378937,165883,32628348,615240,1905732,5776425361,75,7602822,152103,1
8163960,3228,15456128,110317,1609250,651176298,2,163568,941,0
409441742,53950,147151901,1275444,109342,68851923,100,1905530,117788,0
66067682,7457,7470172,52452,411,2892289,24,241991,141315,0
44231951,7286,549781386,5379716,35,29422,17,137205,301,0
190126590,39734,71742798,984809,924557,1435693104,47,1093911,94993,1
103858433,17543,23571548,127913,5710,32959012,18,481957,203279,0
15336055,4793,3725312,104259,142,13261497,18,181059,81755,1
703008289,107737,676519290,8302787,460509,1202118262,13,7920489,24,1
536110386,32472,19011964,168023,791802,1573795763,46,361280,6686,0
46368950,20691,69966850,590978,43500,48621537,6,481651,1099,1
582595821,71602,212809052,1189005,88219,121455982,44,1294402,17361,0
186233910,58393,114487705,1160464,51939,95822904,46,2989432,51359,1
690010618,145080,366093721,7390377,643140,2787939961,24,5582299,61430,0
368256958,53922,69276606,1394619,224617,772554264,27,1011059,8642,0
972593978,84347,489662988,4540879,29484,36540464,130,5795814,125065,0
410783411,84509,1717040143,17082350,309984,1251931456,18,10550609,12131,0
442472374,85567,99029913,1622141,469276,437018233,7,1002168,9,1
360068693,58995,149041400,1103249,4984600,4865262796,35,1212308,18457,0
600521313,79793,50025071,705508,11463,79947183,95,2448945,169082,0
169162533,9016,210403837,848450,30483,22480064,14,623417,9599,0
179452105,24120,153398992,769149,33300,85169761,8,393023,81,1
355833360,32831,1841152614,6950519,673957,580818135,32,2606582,9113,0
855080751,112252,1308913092,7034253,289637,466335090,89,3513462,65245,1
342075557,42659,128273450,963861,419100,1873295908,8,415047,628,0
1349115675,113525,1029803478,4717155,221401,102120652,180,9363816,509702,0
1060255231,88246,950074212,5331921,639780,196304893,117,8460234,54682,0
137204273,42638,105245546,1284515,20400,77626486,9,633695,17229,1
145467020,14037,1118595159,3868828,11433,37757301,1,448292,1200,0
665716137,97057,358206246,2896698,2900087,2653383273,33,5502998,77764,0
439034558,90145,115408379,1213873,269475,296160904,130,3598273,263933,0
588095934,82659,690674947,5232424,146905,613017696,59,1740273,2186,0
658208129,36730,83795730,757210,86657,256300464,26,334608,2505,0
606284550,81259,410411873,5873984,1859523,967965294,57,5281784,84664,0
262185115,47288,121592933,606455,47803,149251921,25,1389636,187078,0
290154153,78735,23082946,421187,212440,914597307,8,2165418,1155,1
1216966135,92577,848555837,4212951,71954,428073160,116,6844702,18666,0
472408276,84220,181335841,2086235,2033143,3526073258,33,1724972,563,0
329763216,16110,98333231,661439,2849800,3870057710,7,108281,3265,0
379462137,52985,144996999,759185,38414,137402135,23,886799,192139,0
785016247,210669,654629596,5578060,1826673,976662212,100,3516050,41,1
290735048,17734,296249830,565573,51900,91683933,25,136717,8531,0
808010338,130977,690889020,4272301,1014761,243314330,1,4663057,44246,1
787155930,183850,357772653,2590835,931660,836550889,150,3534164,463665,1
733772721,146447,251008598,3281866,1638742,707393379,104,7570376,362,1
211462881,15136,19719217,318628,402600,315337428,46,203500,13351,0
224798632,37906,96276929,1777074,781267,2266242364,3,1340592,1,1
230849195,23091,363082908,5135848,4897595,1551501289,49,623446,24103,0
306952759,43759,32391738,149460,51615,101766021,8,320412,3480,0
954073526,162233,1153379467,6645883,148665,243324273,117,5069348,14374,0
304929492,43923,61986821,921044,13872768,5684815935,78,2227494,92638,1
1125681368,251023,306628096,3322075,5487112,2775640343,119,3908069,372838,1
662971898,94974,990716604,4801576,626315,689599858,57,4968,136141,0
526264393,48041,1423626083,4711667,307866,34073736,38,1741563,7362,0
159483318,53828,22293256,275511,2957,3252732,14,301658,160,1
1165398518,16425,139608215,4239579,20340,25133495,20,830091,7682,0
266525796,49242,195376978,1221210,1345600,1268200579,37,647891,12713,0
548333714,58410,191331224,1256178,91540,256819834,35,952624,19,1
37814314,2461,21688661,208161,202354,336367149,11,117790,12642,0
1448173030,156477,1341625876,6392667,625362,354361373,145,3026321,21249,1
114669893,39763,7212572,84826,16900,25286791,2,250753,2043,1
899830382,96199,1288704058,6983846,131095,371404445,123,7374291,86551,0
98108741,40658,67381975,1403327,24543,140878884,14,451491,51359,0
1625149693,304394,925241514,9308268,164816,713021988,211,4613459,83260,1
662305046,156823,722325299,3784855,48906,139200114,117,8744808,81073,0
353815769,49237,392297415,3298273,83800,108385612,95,2962296,50623,0
68965021,11956,25701096,259974,402011,718409133,5,437612,2386,1
159256689,6829,130698280,1872592,170200,2059824051,13,234077,915,0
730200775,93856,313682727,2530483,41956,79067338,156,4208553,2388,0
1262308912,234936,66246839,2067331,865354,8988453878,97,4350230,116337,0
17992999,11288,58383075,502081,7146060,2858109417,1,1860955,1309,1
580941059,55176,965441155,3017656,14706,19928111,43,1613752,12413,0
389547230,65208,50898391,293996,20557,124607839,114,3930598,268879,0
784096553,80071,979304024,4295929,78500,98951834,31,1503816,7211,0
45382812,26937,55687483,788743,163701,53885377,4,1004688,1377,1
22218209,7241,21093595,188510,10500000,4873210023,3,223332,1870,0
381166294,50838,168485708,1688852,1500542,728998950,102,2185831,80249,0
803983295,106924,365027836,3784864,607082,1514260404,85,3541704,20918,0
587673746,88533,490164687,7575841,108400,15353974,34,3904200,30031,1
356603747,49050,177522757,963031,230846,290236180,22,1161234,191240,0
708166969,58098,1209951349,4611513,382728,263244094,64,4094040,13342,0
949835159,219301,905118647,6526285,55114,131214658,70,3759769,94446,1
240519561,48629,203263077,2270776,46349,313936580,13,177813,1020,1
11614161,2375,3113363,29826,49,1218414,3,311403,118584,0
150399875,24147,31790864,197887,8960,59124615,58,1848814,179831,0
194955459,27767,918297076,3387075,10560,19949350,39,608684,1953,0
90149537,6289,61433874,291107,17800,38602611,10,333572,23,1
709850383,165912,75540671,750424,8269500,1876371239,69,3068690,29239,1
1456635235,241715,657464189,10293443,162256,310162794,76,3056826,1087,1
405331822,28057,773003656,2296316,14540,10345597,9,718484,3748,0
721771477,182518,459189834,3603381,57977,78341646,73,2085087,9268,1
438511316,96233,27188286,573905,150543,434155492,4,1611142,422,0
224820131,81921,49154791,830423,1713669,1272691476,66,993226,294,1
199063354,27343,140058306,1231359,2880229,1039448470,30,692819,1605,1
981323727,120261,87459823,548954,55663,371899059,110,13561186,38418,0
142817891,52177,9564773,374693,22311,134444259,30,194400,155,1
333339751,41237,164941550,1130932,1253933,1585272275,44,1174062,6589,0
53809529,11521,44666270,223727,261334,327422042,19,383873,10816,0
395303355,39270,1089620434,2743125,21780,32115493,73,2686409,4454,0
399276193,102234,60323387,518058,34167,36313288,114,5471296,130822,0
408265830,54371,72040046,1550840,516892,5701956773,52,1220670,158567,0
188131570,21455,23791636,267266,3639,13208632,3,205456,2131,0
2996181078,486278,1272898075,14947520,1416295,5518429969,459,17848778,1414326,0
260183209,36176,64169463,486007,106827,295540554,31,626257,15877,1
995463505,139596,283348553,3003483,32188,175752903,28,3364449,283,0
347647880,106908,30685665,405870,19100,53065653,57,861189,53527,1
1503269550,135666,377475040,3036719,150455,92310567,207,8500939,266988,0
806728296,86002,429423484,1944017,80672,74890093,39,2204392,166568,0
128669257,25684,142184505,819929,338500,237360091,9,658283,9363,0
312622847,59149,275292905,3116842,71000,190656582,19,515254,403,1
274559147,28733,225016104,1056037,18000,98720581,7,592764,11,1
725214939,107667,204956968,2396003,626129,2046007902,48,3629083,98191,0
1568058093,188855,683237554,4641763,389848,1292107474,263,10179048,925333,0
1293773697,115332,501908214,2730759,2482560,6046489956,50,1927360,33285,1
50098085,29986,30556463,330529,6120,9089105,40,280974,1160,1
73468394,23284,73136867,889596,10152900,2985601079,11,1057655,4391,1
102660899,18253,32838380,323861,3233,21328128,9,208933,186,1
88244010,2659,7381186,96742,5844,14644000,9,32559,91,0
207857363,14268,202184485,3376954,237706,1571240092,20,452274,1339,0
959078765,142939,402582220,5401876,1310523,955370530,23,3685380,24,1
563826995,75780,349516218,2323510,5875,44061028,33,1171863,1695,1
21081306,7633,375871120,962835,31931,74908911,20,1180992,1266,0
238890270,27066,384799195,2963384,465300,1298188205,14,411758,4831,0
107592134,16131,8821525,79472,3436,16562873,37,853951,86683,0
356685934,88034,56086730,430375,76706,229937284,37,1574072,412,1
678928131,57167,775603021,5185313,272600,567535888,58,2588672,8828,0
331775657,17727,385663277,785773,57763,45584468,12,637447,6628,0
110545738,19914,23040928,130379,1731,6584480,55,1431373,201798,0
374553396,66679,406426712,4151817,409340,578801821,26,925687,13460,1
563467499,38743,1000321872,4630509,332335,490277819,22,1934884,4626,0
701726499,51129,3435321800,41630558,798667,683794564,55,1916314,3420,0
987061577,170786,118458946,1182389,87128,219224269,164,5057667,5728,0
574357002,69491,1180418876,5566219,487000,627030538,91,1161001,32815,0
191071471,61218,109977159,1028822,60304,67883730,53,1381684,144521,1
503904686,47427,1009029328,4103220,318412,979585978,26,2520475,6057,0
218035732,36861,87739719,494331,47655,61830611,74,3546222,247253,0
198573138,71523,63795996,496579,134785,279168145,25,451842,855,1
128787729,37150,56487397,578887,35830,39913325,12,903005,260687,1
853451422,172458,1132006963,25943716,12330900,23933379729,77,3489217,189840,1
10292715,1666,2441458,29255,3054,725724,13,139624,125960,0
119798692,16874,57621851,673949,52478,138101105,55,1507722,306628,1
339954855,61901,669877400,6308434,411372,215231253,14,2570303,7518,0
159181956,29011,159092284,820029,12100,37717213,38,3454084,29970,1
105178211,40300,329644,6449,6091,11685263,33,582149,4543,0
637836235,96878,182917309,3547237,488047,1955825500,54,2178227,241487,1
431638330,43727,564641494,7674539,641703,2323894242,33,910474,10156,0
35324338,8655,20232023,188767,4201337,8808203215,2,785161,1971,0
261261845,25570,818241698,5238973,283651,333893267,23,937662,13271,0
1204914998,198352,206057670,1772119,1086581,1322923785,194,7150174,171829,0
132811353,12970,53670834,569439,516300,163703206,9,212091,4052,0
495274429,128838,78671735,609580,94400,354473655,120,2916022,80857,1
340744110,34114,616701633,3072699,148099,229127001,8,1239032,3944,0
141141890,32658,26048435,224730,1662320,8556410580,20,770960,37145,0
222571023,44252,68547283,647482,851690,221346418,102,5019153,229947,0
17822349,5850,23346903,555249,385700,591105266,2,143370,2,0
402007889,119524,275482156,4928693,306798,2141282045,8,2706263,142,0
712664065,165234,384597914,4775085,257346,247613041,183,3773076,93,1
125289731,25929,150869846,2405158,311288,855679980,20,6583285,1302,0
36861625,18739,45862527,493206,79369,146110913,7,1083165,131332,1
312678365,67390,68518582,1252622,1540013,2130678972,44,2434937,34306,1
1532052160,236943,3009144927,15864764,208118,223136013,84,10011625,4437,1
64860954,8481,30204546,157044,42288,462395885,53,885647,26994,0
721002104,146298,118729044,952700,25400,81735548,201,7799522,361427,0
541397856,62958,195125143,1921318,1254926,1082235761,47,1320353,134263,0
553360461,75237,147127840,639927,37610,145930628,55,1108981,108789,0
2252713547,205647,423531195,4118839,244760,641996440,192,33584600,1578,0
593554969,84288,284499511,3909648,506518,4729678365,98,2231820,201936,0
815243082,140617,258514568,1970363,111271,649866119,43,1328950,3857,1
836986096,185976,348950018,2261189,27380,87179494,90,2984024,16944,1
45526343,6003,159627251,2001280,29800,34961102,2,389827,355,0
136724343,15391,252644706,1115099,1500000,525208493,18,1152569,39119,0
1397975653,205128,1701608739,13598875,1175137,154837616,130,10834953,56643,0
368429447,46625,74049864,676666,3207,6911099,52,715485,4683,1
248749251,103369,318002064,2874323,162900,142448123,44,856723,6912,1
265244748,27965,219911011,1029281,439688,837142924,29,226814,17457,0
37157630,2052,63418833,427441,1600000,8850449,11,42895,190,0
806918358,152298,105278538,1053733,40106,251896836,22,2322363,2409,0
449300755,100823,1085070267,6471346,91851,125615755,124,8075024,23057,0
503574147,79679,90349145,902237,20078,134469226,94,2334089,369794,1
255776823,52690,135880617,1184950,5158,13186028,18,487907,146,1
470659154,53386,143805714,2019310,307562,1220529181,68,1637333,4,1
1644031037,368350,339312309,3947876,247174,947781800,244,7313343,21428,1
460770585,137449,129095680,2000723,697200,5783885492,24,5556466,98034,1
418181065,67858,87097570,675742,79800,155757311,14,1272704,374,0
390907316,59994,302144296,3625031,1064153,2849728835,50,3344298,80,1
157476564,15069,140916381,774193,13700,52545729,11,213453,2,1
238849559,26517,401770615,1536208,1275,16815994,12,885927,12312,0
79738242,12390,51124809,845191,702284,2678819017,15,538792,54053,1
1081517243,260318,82397805,1125466,198377,1010922723,171,14591951,76348,0
1128273165,193857,499895662,6801671,2167302,12414681151,209,7565502,470778,1
416813996,22468,115105080,2893111,77900,10072539,106,1028262,79382,1
571258899,121284,180999094,2026987,66320,142353962,21,1096452,275,1
426609723,59377,21063557,222445,20366,85043400,58,791789,416,0
173193166,12129,643258603,3362426,54100,57212956,13,259241,1288,0
144026886,13457,112805596,2145090,70700,369994690,3,315158,859,0
505748520,60774,468137682,2074706,8387,7107254,61,6318285,46787,0
534736940,54870,243635144,1460980,35000,327984369,11,751985,1066,0
336889834,130841,173074934,2233120,281988,1082794692,35,1037984,8361,1
423313161,33148,597262135,2506019,18138,35488227,17,902218,6932,0
1021480638,119558,722946861,3591807,793105,2153526389,75,2591948,55181,1
66843778,23455,52809148,1252936,10600,151511760,36,808129,37800,0
416361102,48450,251373932,911711,460773,1931498021,42,739386,35473,0
65098757,4912,1491394872,4114023,130713,38845573,7,22219,439,0
88771696,46086,11580205,273458,3641,13785559,3,456300,27,1
253890110,22593,32342210,1238077,93504,242425753,7,221882,350,0
355203657,146218,46743730,381567,201874,1767047572,112,3424307,113950,0
410722289,130203,332556651,1906835,260214,1049244970,203,4840000,214958,0
112162450,16616,35498149,286497,198818,158972578,5,194158,88,0
170404957,31472,35509290,602329,3024434,960222096,1,600114,125,0
133459011,35905,62093393,780391,477380,1961457700,36,689568,218,1
390893607,109900,94620680,974740,29802,368523039,32,927120,1122,1
57374288,10723,10657679,209937,56800,9200000,37,241004,19728,1
990518773,143056,1273135552,7854653,222164,348767238,101,17627794,65547,0
97738080,9673,105403652,1173505,93100,599706698,13,198905,1245,0
122568157,29662,208114605,1550438,2465021,9097455103,7,1211590,4532,1
253114498,111173,42397563,402014,188128,887138394,57,2091080,67376,0
1419912461,180128,2336257288,11532780,12421,6890158,164,11373333,248320,0
436722440,107912,1193724016,7130332,652850,927660445,57,6761782,5186,0
423018422,23872,361813279,1727192,288613,277692228,21,609133,17320,0
282776356,45283,152603363,1541141,64,1672858,13,1358899,677,0
173756454,32550,16950068,90473,164397,233214006,18,459770,135232,0
482859077,154354,550746505,4627573,671494,3084440795,58,4684186,4483,0
383570519,111710,25031987,409300,96178,332001686,9,914081,13,0
192684719,15067,253199155,1310110,224000,547404253,12,125189,2805,0
345069681,77169,112087139,1939007,333925,1652650346,29,2149498,1616,1
265126606,24857,336327870,1617604,35300,92652072,14,801181,3623,1
173018759,22899,135234952,601338,99600,471119326,27,394480,525,0
167840439,54445,25641544,341459,11619,52937881,6,420954,24,1
558560568,61360,228242847,852495,1015200,1339213086,44,815675,25014,1
671310199,156377,125724257,1588850,248652,961188514,46,2471535,1514,0
2042792456,198888,2018089906,20528541,3897257,2216715741,180,14816076,320792,1
354889332,121632,143802247,1597342,32776,91865926,53,881261,5126,1
459282058,67717,100210832,673502,49000,147682062,46,742228,24347,1
959639297,108806,151113156,2809492,101923,580526441,153,4053289,837037,0
242892279,50948,11099856,107229,66764,106882417,6,1544862,30,1
204127666,20958,1326806818,7661864,169700,60784930,16,565775,2497,0
86327319,18112,65828097,457580,179400,137960911,18,567245,100880,1
184246401,42246,26642994,675965,3552840,3451442440,5,1449210,53,1
480737112,91401,55185277,280740,90700,149754997,185,2464219,199418,0
484542375,97431,164470388,1490017,6584665,999433711,13,1457720,434,1
16326628,12434,7603329,122780,35323801,214843956590,9,632600,215,0
643828366,87942,1600713698,10233607,165346,428418832,45,3063470,41273,0
120785398,45503,25495861,202181,24429,64940140,34,742291,62413,0
917284463,80957,930161541,5513057,18522,18428812,84,5880498,18813,0
259730016,21452,102357127,3788945,168727,597069529,37,858779,86708,0
598006591,35842,415255950,1480134,916093,1108602382,32,2336296,26180,0
94677649,9726,380478131,958443,28439,39716201,8,405976,3860,0
399689964,43481,3623407739,21725999,597,6559308,8,5910625,37551,1
16327372,987,29637408,364827,5892,64226700,21,39544,291,0
844630935,94185,269892715,2020373,71293,182430905,147,7138195,380249,0
699439249,120535,821028883,4207574,136733,824607003,72,7929856,52842,0
885986482,82322,221704345,2249771,17847,39158457,76,2767586,46352,0
17080355,5909,203425864,773896,31300,33547289,17,1065042,1220,0
66878719,33290,2866171,33960,661,4277522,5,149968,30,1
440181206,87099,109575448,1082713,3157,7112170,15,391268,148,1
1367265268,135811,174911891,749591,103451,109739416,118,2785821,23126,0
1196521179,190615,362915972,1650951,434330,269796885,383,8953467,411715,0
